  1   1 -100 -100 4   1  39  16 2  21 2 -100 2006  144
  1   1 -100 -100 3   2  83  14 2 -90 2    3 2006  145
  1   1 -100 -100 1   5  32  14 2  23 2    1 2006  146
  1   1 -100 -100 4   1  29  17 2  22 2 -100 2006  147
  1   1 -100 -100 1   1  53  12 1  18 2    1 2006  148
  1   1 -100 -100 1   5  31  16 2  14 2    2 2006  149
  1   1 -100 -100 4   5  34  14 1  17 2 -100 2006  150
  2   1 -100 -100 4   1  40  11 2  13 2 -100 2006  151
  1   1 -100 -100 1   5  27  14 1  16 2    2 2006  152
  1   1 -100 -100 4   1  35  19 1  25 2 -100 2006  153
  1   1 -100 -100 3   1  43  12 2  25 2    1 2006  154
  1   1 -100 -100 3   5  50  12 2  20 2    2 2006  155
  1   1 -100 -100 3   1  38  14 2  20 2    1 2006  156
  1   1 -100 -100 4   1  54  16 2  22 2 -100 2006  157
  1   6 -100 -100 2   5  39  16 2  20 2    2 2006  158
 20   1 -100 -100 4   1  32  12 2  22 2 -100 2006  159
  2   1 -100 -100 2   5  26  16 2  19 2    1 2006  160
  1   1 -100 -100 2   5  23  14 1  21 2    2 2006  161
  1   2 -100 -100 2   1  39  16 2  23 2    2 2006  162
  1   2 -100 -100 4   1  38  19 2  24 2 -100 2006  163
  1   1 -100 -100 1   5  50  12 1  15 2    2 2006  164
  1   2 -100 -100 2   5  56  12 2 -90 2    1 2006  165
  1   2 -100 -100 1   5  31  16 2  18 2    2 2006  166
  1   1 -100 -100 1   5  60  18 2 -90 2    2 2006  167
  1   1 -100 -100 4   5  32  12 2  19 2 -100 2006  168
  1   1 -100 -100 3   1  68  16 1 -90 2    1 2006  169
  1   1 -100 -100 4   4  48  18 1 -90 2 -100 2006  170
  1   1 -100 -100 4   2 -99  14 2  18 2 -100 2006  171
  1   1 -100 -100 4   1  60  14 2  25 2 -100 2006  172
  1   1 -100 -100 3   3  58  14 2  20 2    3 2006  173
  1   1 -100 -100 4   1  58  12 2 -90 2 -100 2006  174
  1   1 -100 -100 4   5  25  16 2 -98 2 -100 2006  175
  1   1 -100 -100 1   1  49  16 2  20 2    2 2006  176
  1   1 -100 -100 1   5  22  14 2  21 2    2 2006  177
  1   1 -100 -100 1   1  86  10 1  25 2    2 2006  178
  1   1 -100 -100 4   1  51  14 2 -90 2 -100 2006  179
  1   1 -100 -100 3   1  58  14 1  25 2    1 2006  180
  1   1 -100 -100 2   1  89  16 1  18 2    1 2006  181
  1   1 -100 -100 2   2  82  12 2  18 2    1 2006  182
  1   1 -100 -100 1   1  34  16 1  18 2    2 2006  183
  1   1 -100 -100 1   4  41  13 2  23 2    2 2006  184
  1   1 -100 -100 4   3  63  16 2  17 2 -100 2006  185
  1   1 -100 -100 1   1  50  20 1  25 2    1 2006  186
  1   1 -100 -100 4   1  43  16 2  24 2 -100 2006  187
  1   1 -100 -100 2   1  66  20 2  18 2    2 2006  188
  1   1 -100 -100 3   5  24  16 1  25 2    1 2006  189
  1   1 -100 -100 2   5  89  12 2  14 2    1 2006  190
  1   1 -100 -100 4   1  31  16 2  18 2 -100 2006  191
  1   1 -100 -100 4   1  44  16 2  18 2 -100 2006  192
  1   1 -100 -100 1   1  52  12 2 -90 2    3 2006  193
  6   1 -100 -100 1   1  34   9 1  16 2    1 2006  194
  1   1 -100 -100 1   1  64  12 1  18 2    2 2006  195
  1   1 -100 -100 1   1  73  13 2  19 2    2 2006  196
  1   1 -100 -100 2   5  39  18 1  23 2    2 2006  197
  1   1 -100 -100 3   1  58  18 2  25 2    2 2006  198
  1   5 -100 -100 2   1  41  20 2  22 2    1 2006  199
  1   1 -100 -100 3   1  49  18 2  21 2    1 2006  200
 21  16 -100 -100 2   1  40  13 2 -98 2    1 2006  201
  1   1 -100 -100 2   3  53  16 2  23 2    2 2006  202
  1   1 -100 -100 3   5  58  16 1  16 2    3 2006  203
  1   1 -100 -100 2   1  71  18 2  20 2    1 2006  204
  1   1 -100 -100 2   2  80  20 2  19 2    2 2006  205
  2   1 -100 -100 3   1  41   6 2  14 2    1 2006  206
  1   1 -100 -100 4   1  34  12 2  23 2 -100 2006  207
  2   1 -100 -100 4   2  41   5 2 -98 2 -100 2006  208
  1   4 -100 -100 1   1  49  15 2  17 2    1 2006  209
  1   2 -100 -100 1   1  51  13 1  22 2    2 2006  210
  1   1 -100 -100 2   4  49  13 2  14 2    2 2006  211
  1   1 -100 -100 3   2  74  15 2  13 2    1 2006  212
  1   1 -100 -100 3   1  49  12 1  24 2    2 2006  213
  1   1 -100 -100 3   1  39  16 2  20 2    2 2006  214
  1   1 -100 -100 4   2  53  16 2  20 2 -100 2006  215
  1   4 -100 -100 4   5  18  10 1  15 9 -100 2006  216
 30   1 -100 -100 4   1  58  16 2 -90 9 -100 2006  217
  2   1 -100 -100 2   3  65  12 2  13 9    2 2006  218
  1   1 -100 -100 4   3  79  14 2 -90 9 -100 2006  219
  1   1 -100 -100 4   1  57  14 1  20 9 -100 2006  220
  2  16 -100 -100 2   1  32  10 1  21 9    1 2006  221
  1   1 -100 -100 4   1  81  14 2  21 9 -100 2006  222
  2  16 -100 -100 2   1  33  12 1  11 9    2 2006  223
  2  16 -100 -100 3   5  36  14 1  20 9    3 2006  224
  1   1 -100 -100 4   1  43  13 1  20 9 -100 2006  225
  2   1 -100 -100 4   1  31  14 2  19 9 -100 2006  226
  5  16 -100 -100 4   1  36  14 1  25 9 -100 2006  227
 41  15 -100 -100 3   1  41  17 1  15 9    2 2006  228
  2  16 -100 -100 2   1  25   6 1  13 9    2 2006  229
  2   1 -100 -100 3   4  66  16 2  10 9    3 2006  230
  1   1 -100 -100 3   1 -99  17 2 -90 9    1 2006  231
  1   1 -100 -100 4   1  32  16 2  25 9 -100 2006  232
  1   1 -100 -100 2   3 -99  16 1  25 9    1 2006  233
  1   1 -100 -100 4   5  52  18 1  25 9 -100 2006  234
  2   1 -100 -100 2   3  43  14 2  20 9    2 2006  235
  1   1 -100 -100 2   1  58  18 1  22 9    2 2006  236
  1   1 -100 -100 1   1  76  15 1  23 9    1 2006  237
  1   1 -100 -100 2   1  40  19 2  25 9    2 2006  238
  2   1 -100 -100 1   1  67  16 1  25 9    2 2006  239
  2  16 -100 -100 3   1  25   4 2   1 9    1 2006  240
  2   2 -100 -100 4   1  29   9 1  18 9 -100 2006  241
  2   1 -100 -100 3   5  31  12 2  11 9    2 2006  242
  2   1    3   16 3   5  19  12 1  18 9    2 2006  243
  1   1 -100 -100 4   2  50  12 2  18 9 -100 2006  244
  1   1 -100 -100 3   5  52  12 1  14 9    2 2006  245
  1   1 -100 -100 4   2  89  10 2 -98 9 -100 2006  246
  1   1 -100 -100 4   1  71  14 2  18 9 -100 2006  247
  1   1 -100 -100 1   2  78  13 2  11 9    3 2006  248
  1   1 -100 -100 1   1  73  16 1  18 9    2 2006  249
  2   1 -100 -100 2   2  66  13 1  12 9    1 2006  250
  1   1 -100 -100 2   1  42  14 2 -90 9    1 2006  251
  1   2 -100 -100 3   3  51  17 2  24 9    3 2006  252
  1   1 -100 -100 2   1  75  16 1  19 9    1 2006  253
  1   1 -100 -100 1   3  45  11 1  15 9    2 2006  254
  1   1 -100 -100 3   1  58  16 1  24 9    2 2006  255
  2 -99 -100 -100 4   1  65  12 2  20 9 -100 2006  256
  1   1 -100 -100 2   1  51  18 2  25 9    2 2006  257
  1   1 -100 -100 2   1  49  14 2  23 9    1 2006  258
 30   1 -100 -100 4   3  55  12 2  22 9 -100 2006  259
  1   1 -100 -100 3   1  55  13 2  15 9    1 2006  260
  1   1 -100 -100 3   3  50  16 1  21 9    1 2006  261
  1   1 -100 -100 4   5  31  17 2 -90 9 -100 2006  262
  1   1 -100 -100 2   1  54  14 2  22 9    1 2006  263
  1   5 -100 -100 2   1  54  18 1 -90 9    1 2006  264
  1   1 -100 -100 1   3  55  18 1  24 9    1 2006  265
  1   1 -100 -100 4   1  64  12 2  22 9 -100 2006  266
  1   1 -100 -100 2   1  72  17 1  19 9    2 2006  267
  1   1 -100 -100 4   1  34  19 2  23 9 -100 2006  268
  1   1 -100 -100 1   1  37  16 1  25 9    1 2006  269
  1   1 -100 -100 3   5  37  14 1  19 9    2 2006  270
  1   1 -100 -100 4   1  38  16 2  18 9 -100 2006  271
  1   1 -100 -100 1   1  58  12 2  20 9    1 2006  272
  1   1 -100 -100 2   3  52  12 2  15 9    3 2006  273
  2  16 -100 -100 4   3  49   9 1  22 9 -100 2006  274
  2  16 -100 -100 3   1  36  10 1  14 9    2 2006  275
 10  16 -100 -100 2   4  61   3 2 -98 9    3 2006  276
  1   2 -100 -100 3   3  55  11 2 -90 9    1 2006  277
  2  16 -100 -100 1   5  44   5 1   3 9    3 2006  278
  2  16 -100 -100 4   5  22  13 1 -98 9 -100 2006  279
  2  16 -100 -100 1   1  33  15 1  19 9    2 2006  280
  4   1 -100 -100 4   1  74   8 1  11 9 -100 2006  281
  2  16 -100 -100 4   4  48  13 2 -90 9 -100 2006  282
  2  16 -100 -100 3   5  18  11 1  16 9    3 2006  283
  2   1 -100 -100 1   1  42  12 1  16 9    1 2006  284
  1   1    3 -100 4   1  49  14 1  18 9 -100 2006  285
  3  16 -100 -100 4   5  26  17 1 -90 9 -100 2006  286
  2  16 -100 -100 4   1  40  11 1  21 9 -100 2006  287
  2  16 -100 -100 2   1  41   6 1  18 9    2 2006  288
  2  16 -100 -100 4   1  41  16 1  19 9 -100 2006  289
  1   2 -100 -100 4   5  23  13 2   9 9 -100 2006  290
  1   2 -100 -100 2   3  66  15 1  18 9    2 2006  291
  1   1 -100 -100 1   5  27  16 2  10 9    2 2006  292
  2  16 -100 -100 2   1  22  13 2  10 9    1 2006  293
  1  10 -100 -100 2   1  33  14 2  21 9    1 2006  294
  2   1 -100 -100 4   5  27  18 2  17 9 -100 2006  295
  1   1 -100 -100 3   1  46  14 2  18 9    1 2006  296
  1   7 -100 -100 3   5  25  15 2   1 9    2 2006  297
  8  16 -100 -100 2   5  37  16 2   9 9    1 2006  298
  2   1 -100 -100 1   3  40  12 1 -90 9    2 2006  299
  2   1 -100 -100 1   1  30  14 2  19 9    2 2006  300
  2  16 -100 -100 1   1  28  16 1  22 9    1 2006  301
  2   1 -100 -100 2   1  29  18 1  21 9    1 2006  302
  2   1 -100 -100 3   1  29  14 2  21 9    1 2006  303
  5  16 -100 -100 2   1  36  13 1  20 9    1 2006  304
  1   1 -100 -100 4   5  75  12 1   6 9 -100 2006  305
  2  16 -100 -100 1   5  22  12 1  18 9    2 2006  306
  1   4 -100 -100 1   1  31  18 2  21 9    1 2006  307
  1   2 -100 -100 2   3  77  20 1  14 9    1 2006  308
  2   1 -100 -100 1   1  39  12 2   9 9    2 2006  309
  1   2 -100 -100 3   5  40  14 1   9 9    1 2006  310
  1   1 -100 -100 4   3  67  12 1 -98 9 -100 2006  311
  1   1 -100 -100 1   3  66  15 1   8 9    2 2006  312
  1   1 -100 -100 4   1  54  16 1  23 9 -100 2006  313
 24   1 -100 -100 1   1  33  17 2 -98 9    1 2006  314
  5  16 -100 -100 4   4  49  12 1  16 9 -100 2006  315
  1   1 -100 -100 4   5  53  12 2  12 9 -100 2006  316
  1   1 -100 -100 4   5  32  16 1  18 9 -100 2006  317
  1   1 -100 -100 1   5  58  18 2  18 9    2 2006  318
  2  16 -100 -100 1   5  31  16 1  23 9    1 2006  319
  1   1 -100 -100 4   1  62  14 2 -98 9 -100 2006  320
  1   1 -100 -100 2   1  43  11 2  22 9    1 2006  321
 30   1 -100 -100 2   1  55  15 2  19 9    1 2006  322
 41  15 -100 -100 3   3  45  16 1  25 9    3 2006  323
  1   1 -100 -100 4   1  57  14 2  22 9 -100 2006  324
  1   1 -100 -100 4   1  37  13 2  22 9 -100 2006  325
  1   1 -100 -100 3   2  88  12 2  18 9    3 2006  326
  1   1 -100 -100 4   1  54  14 1  17 9 -100 2006  327
  1   1 -100 -100 3   5  44  20 1  25 9    2 2006  328
  1   1 -100 -100 3   1  46  14 2  19 9    2 2006  329
  1   1 -100 -100 2   1  26  17 2  22 9    1 2006  330
  1   1 -100 -100 1   2  68   9 2  16 9    2 2006  331
  1   6 -100 -100 1   5  18  12 1  19 9    2 2006  332
  1   1 -100 -100 1   1  56  12 2  21 9    1 2006  333
  1   2 -100 -100 4   5  23  16 1  25 9 -100 2006  334
  1   1 -100 -100 1   5  28  14 1   9 9    2 2006  335
  1   1 -100 -100 1   3  77  16 2 -98 9    2 2006  336
  1   1    3 -100 4   1  39  14 1  14 9 -100 2006  337
  2   1 -100 -100 1   5  26  11 1  14 9    2 2006  338
  2   1 -100 -100 2   5  38  16 2  22 9    2 2006  339
  1  15    1    3 2   2  63  20 2   9 9    2 2006  340
  5  16 -100 -100 1   5  30  14 1  19 9    2 2006  341
  1   1 -100 -100 3   3  55  16 1  19 9    3 2006  342
  1   1 -100 -100 1   3  67  17 1   7 9    1 2006  343
  4   1 -100 -100 1   5 -99  13 1 -90 9    2 2006  344
  1   1 -100 -100 2   5  26  15 2  20 9    1 2006  345
  2  16 -100 -100 2   5  37  17 1  19 9    1 2006  346
  1   2 -100 -100 1   5  37  14 2   1 9    1 2006  347
  1   1 -100 -100 2   3  62  14 2  22 9    2 2006  348
  1   1 -100 -100 3   5  22  14 1  14 9    2 2006  349
  1   1 -100 -100 1   4  46  16 2  24 9    2 2006  350
  1   2 -100 -100 1   3  55  15 1  17 9    2 2006  351
  3  15 -100 -100 2   5  32  17 2  18 9    2 2006  352
  1   1 -100 -100 4   5  24  12 2  11 9 -100 2006  353
  1   1 -100 -100 4   5  38  16 2  16 9 -100 2006  354
  1   1 -100 -100 4   3  56  20 2  20 9 -100 2006  355
  1   2 -100 -100 4   5  38  20 1  25 9 -100 2006  356
  1   1 -100 -100 2   5  23  15 1  15 9    1 2006  357
  2   1   16 -100 3   1  28  12 2  10 3    1 2006  358
 11   1   16 -100 3   5  30   6 1  12 3    2 2006  359
  1   1 -100 -100 4   3  50  16 2  13 3 -100 2006  360
  3   1   15 -100 4   5  36  16 1  19 3 -100 2006  361
  2   1 -100 -100 2   1  48   5 2  13 3    1 2006  362
  2   1   16 -100 4   1  23   5 1  15 3 -100 2006  363
  2  16 -100 -100 4   1  28  12 2  10 3 -100 2006  364
  2   1 -100 -100 4   5  32  12 2  13 3 -100 2006  365
  2   1   16 -100 2   5  37  12 2  12 3    2 2006  366
  2  16 -100 -100 3   1  34   6 1  10 3    2 2006  367
  2   1   16 -100 4   5  22  12 1  14 3 -100 2006  368
  3  16 -100 -100 2   1  20  12 2  11 3    2 2006  369
  2  16 -100 -100 4   1  64   6 1  14 3 -100 2006  370
  1   2 -100 -100 1   1  71   9 2  17 3    2 2006  371
  1   2 -100 -100 2   3  59  12 2  16 3    1 2006  372
  1   2 -100 -100 3   5  36  12 1  18 3    1 2006  373
  1   2 -100 -100 4   1  31  14 2  20 3 -100 2006  374
  1   2 -100 -100 2   1  34  16 2  23 3    1 2006  375
  1   2    3 -100 1   2  59  12 2  18 3    2 2006  376
  1   2 -100 -100 1   2  83   8 2   9 3    1 2006  377
  1   6   10 -100 2   1  37  14 1  18 3    1 2006  378
  2   1   16 -100 4   1  25  12 2  14 3 -100 2006  379
  1   2 -100 -100 1   5  32  15 1  19 3    2 2006  380
  1   4   10 -100 1   5  27  16 2  18 3    2 2006  381
  1   1 -100 -100 1   1  56  16 1  21 3    1 2006  382
  1   8   10 -100 4   1  61  16 1  19 3 -100 2006  383
  2   1   16 -100 3   5  28  16 2  15 3    2 2006  384
  2   1   16 -100 4   1  68  13 2  19 3 -100 2006  385
  2   1   16 -100 3   5  24  12 2  16 3    3 2006  386
  2   1   16 -100 3   1  69  10 1  16 3    2 2006  387
  2   1   16 -100 3   1  53   6 2  17 3    2 2006  388
  2   1   16 -100 4   1  21   9 2  10 3 -100 2006  389
  2   1   16 -100 3   1  36  12 1  16 3    2 2006  390
  2   1   16 -100 3   1  32  12 1  18 3    1 2006  391
  2   1   16 -100 3   1  27   6 2  10 3    1 2006  392
  1   1 -100 -100 1   3  65  13 2  18 3    2 2006  393
  2  16 -100 -100 1   1  29  12 2  11 3    2 2006  394
  1   1  -98 -100 3   3  62  12 2  19 3    1 2006  395
  2   1   16 -100 2   1  36  12 2  10 3    2 2006  396
  2   1   16 -100 2   5  22  12 1  11 3    3 2006  397
  1   1 -100 -100 2   4  35  12 1  22 3    2 2006  398
  1   2 -100 -100 2   3  49  14 1  19 3    2 2006  399
  2  16 -100 -100 4   5  18  11 1  15 3 -100 2006  400
  1   2 -100 -100 4   1  26  16 2  22 3 -100 2006  401
  1   2 -100 -100 4   1  47  12 1  18 3 -100 2006  402
  1   2 -100 -100 1   1  48  14 2 -90 3    2 2006  403
  1   1 -100 -100 2   5  27  14 1  15 3    2 2006  404
 22   1   16 -100 1   5  23  11 1  14 3    1 2006  405
  1   1 -100 -100 1   5  43  16 1 -90 3    3 2006  406
  1   1 -100 -100 3   5  32  16 2  25 3    2 2006  407
  1   2 -100 -100 3   4  44  14 1  14 3    3 2006  408
  1   1 -100 -100 2   5  21  15 2  25 3    2 2006  409
  1   2    3 -100 3   3  43  14 2 -90 3    2 2006  410
  1   1 -100 -100 4   1  28  16 1  23 3 -100 2006  411
